time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-11-11T07:41:04.640Z,42.1398333,-121.6926667,6.88,2.58,ml,10,125,0.1036,0.08,uw,uw61327512,2017-11-29T09:58:56.040Z,"8km SSE of Altamont, Oregon",earthquake,0.31,0.42,0.114,8,reviewed,uw,uw
2017-11-11T07:06:05.900Z,35.2395,-97.7453,6.364,2.6,ml,,53,,0.42,us,us2000blx4,2017-11-29T09:48:17.123Z,"8km SE of Tuttle, Oklahoma",earthquake,1.7,4.2,,,reviewed,tul,tul
2017-11-11T06:49:39.600Z,-21.4598,168.774,10,4.3,mb,,183,0.692,0.76,us,us2000brx2,2017-11-29T09:52:01.040Z,"92km E of Tadine, New Caledonia",earthquake,6.5,1.3,0.188,8,reviewed,us,us
2017-11-11T05:30:56.102Z,59.166,-152.793,68.6,2.7,ml,,,,0.53,ak,ak17179261,2017-11-29T09:45:12.040Z,"87km SW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-11-11T04:54:05.720Z,42.9223,23.3609,11.32,3.4,ml,,45,0.86,0.95,us,us2000blwr,2017-11-30T03:49:21.114Z,"5km S of Svoge, Bulgaria",earthquake,4.2,7,0.091,16,reviewed,us,us
2017-11-11T04:20:48.530Z,-25.1973,-64.6651,59.47,4.6,mb,,37,3.912,0.96,us,us2000blwb,2017-11-30T03:41:33.427Z,"20km N of El Galpon, Argentina",earthquake,5.7,6.3,0.05,117,reviewed,us,us
2017-11-11T03:22:04.200Z,-3.4348,140.536,10,4.5,mb,,57,6.96,0.71,us,us2000blw7,2017-11-30T03:31:37.040Z,"88km S of Abepura, Indonesia",earthquake,7.5,1.5,0.132,19,reviewed,us,us
2017-11-11T02:12:03.910Z,-21.5316,168.6867,10,4.8,mb,,92,0.613,0.77,us,us2000blvv,2017-11-30T03:23:36.040Z,"83km E of Tadine, New Caledonia",earthquake,4.7,1.8,0.103,29,reviewed,us,us
2017-11-11T02:06:19.620Z,27.4673,56.5657,10,4.3,mb,,51,2.532,1.28,us,us2000blvp,2017-11-30T03:20:57.040Z,"41km NE of Bandar 'Abbas, Iran",earthquake,7.6,1.9,0.101,28,reviewed,us,us
2017-11-11T01:42:07.980Z,-21.4981,168.6905,10,4.2,mb,,183,0.614,0.33,us,us2000brwv,2017-11-30T05:22:17.040Z,"83km E of Tadine, New Caledonia",earthquake,5,1.9,0.235,5,reviewed,us,us
2017-11-11T01:16:07.130Z,-21.5356,168.6713,10,5,mb,,108,0.599,0.82,us,us2000blva,2017-11-30T03:01:56.040Z,"81km E of Tadine, New Caledonia",earthquake,6.7,1.8,0.085,44,reviewed,us,us
2017-11-11T01:00:46.530Z,-11.678,-14.053,10,4.4,mb,,68,3.733,1.42,us,us2000brwu,2017-11-30T04:49:20.040Z,"Ascension Island region",earthquake,11.2,1.9,0.131,17,reviewed,us,us
2017-11-11T00:56:35.810Z,-2.8572,139.1075,35,4.2,mb,,192,6.85,0.75,us,us2000bluv,2017-11-16T23:18:51.040Z,"165km W of Abepura, Indonesia",earthquake,12.9,2,0.121,19,reviewed,us,us
2017-11-11T00:40:14.230Z,-38.2366,-73.9171,11.86,4.4,ml,,142,0.689,0.67,us,us2000blun,2017-11-16T23:21:27.040Z,"66km SW of Canete, Chile",earthquake,4.9,3.6,,,reviewed,us,guc
2017-11-11T00:38:27.500Z,-18.5844,-177.7915,587.46,4.2,mb,,133,4.038,0.62,us,us2000brwz,2017-11-27T04:23:24.040Z,"247km NNE of Ndoi Island, Fiji",earthquake,17.3,9.1,0.146,13,reviewed,us,us
2017-11-11T00:37:04.550Z,27.517,56.6919,35.57,4,mb,,127,2.598,0.98,us,us2000bluh,2017-11-17T04:21:46.040Z,"54km NE of Bandar 'Abbas, Iran",earthquake,6.2,15,0.11,22,reviewed,us,us
2017-11-11T00:36:14.980Z,-11.7424,-14.1142,10,6.1,mww,,21,3.793,0.66,us,us2000blul,2017-11-16T23:51:40.677Z,"Ascension Island region",earthquake,8.3,1.8,0.059,28,reviewed,us,us
2017-11-11T00:27:05.870Z,-21.4065,168.5118,8.36,5.3,mww,,59,0.454,1.06,us,us2000blu9,2017-11-16T23:56:54.040Z,"67km ENE of Tadine, New Caledonia",earthquake,4.3,3.6,0.066,22,reviewed,us,us
2017-11-11T00:24:49.810Z,-21.1849,168.7439,10,4.3,mb,,144,0.727,1.27,us,us2000brwt,2017-11-27T04:45:17.040Z,"97km ENE of Tadine, New Caledonia",earthquake,5.5,2,0.178,9,reviewed,us,us
2017-11-11T00:08:34.980Z,47.0017,-112.7142,7.73,2.7,ml,,127,0.061,1.14,us,us2000bm1p,2017-11-18T03:01:45.040Z,"5km NNW of Lincoln, Montana",earthquake,5,3.9,0.057,40,reviewed,us,us
2017-11-10T23:48:06.500Z,36.5705,142.0223,23.64,4.3,mwr,,139,1.627,0.88,us,us2000bqi1,2017-11-18T03:45:34.040Z,"114km ESE of Iwaki, Japan",earthquake,5.9,6.4,0.086,13,reviewed,us,us
2017-11-10T23:36:52.780Z,-11.5801,-14.2313,10,4.9,mb,,57,3.626,1.36,us,us2000bqi0,2017-11-18T04:16:44.040Z,"Ascension Island region",earthquake,7.3,1.8,0.061,84,reviewed,us,us
2017-11-10T23:24:35.740Z,-21.3543,168.7329,10,4.3,mb,,119,0.666,1.27,us,us2000bqhz,2017-11-18T06:26:59.040Z,"90km ENE of Tadine, New Caledonia",earthquake,3.8,2,0.16,11,reviewed,us,us
2017-11-10T22:54:09.320Z,51.6716,-174.2971,35,2.8,ml,,264,0.534,0.32,us,us2000bngp,2017-11-17T04:00:00.040Z,"58km S of Atka, Alaska",earthquake,4.6,2,0.181,4,reviewed,us,us
2017-11-10T22:25:58.940Z,-14.9135,66.5224,10,4.3,mb,,106,5.678,0.69,us,us2000bqi5,2017-11-18T06:35:23.040Z,"Mid-Indian Ridge",earthquake,9,1.9,0.13,17,reviewed,us,us
2017-11-10T22:00:52.400Z,35.2371,-97.7446,7.451,2.6,ml,,52,,0.86,us,us2000bls3,2017-11-16T23:25:15.865Z,"8km SE of Tuttle, Oklahoma",earthquake,2.1,4.9,,,reviewed,tul,tul
2017-11-10T21:50:29.790Z,21.7893,142.6831,279.64,4.1,mb,,132,5.302,0.58,us,us2000bqhy,2017-11-18T05:42:47.040Z,"268km WNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,12.4,10.1,0.101,27,reviewed,us,us
2017-11-10T21:25:15.430Z,-21.6593,168.5048,10,4.3,mb,,279,0.475,0.71,us,us2000bqhx,2017-11-18T06:43:11.040Z,"65km E of Tadine, New Caledonia",earthquake,5,2,0.201,7,reviewed,us,us
2017-11-10T21:11:51.510Z,55.1988,-160.8247,59.18,3.1,ml,,199,0.249,0.63,us,us2000bngm,2017-11-18T03:09:52.040Z,"25km SW of Sand Point, Alaska",earthquake,5.9,3.3,0.115,10,reviewed,us,us
2017-11-10T20:53:38.560Z,38.2556,73.9098,36.03,5,mb,,91,2.874,0.97,us,us2000blqe,2017-11-11T17:37:31.040Z,"10km NNW of Murghob, Tajikistan",earthquake,7,5.7,0.044,160,reviewed,us,us
2017-11-10T20:27:22.686Z,53.2935,-167.3848,67.4,2.5,ml,,,,0.24,ak,ak17177826,2017-11-14T19:26:32.547Z,"85km SW of Unalaska, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-11-10T19:20:38.930Z,-37.6174,177.3837,10.69,4.2,mb,,162,0.735,0.62,us,us2000blnn,2017-11-12T10:46:15.821Z,"51km NE of Whakatane, New Zealand",earthquake,6,6,0.177,11,reviewed,us,us
2017-11-10T18:56:09.930Z,-15.4896,-177.6496,415.94,4.5,mb,,67,4.69,0.83,us,us2000blng,2017-11-11T16:45:37.040Z,"142km SSE of Sigave, Wallis and Futuna",earthquake,7.4,7.2,0.05,118,reviewed,us,us
2017-11-10T18:46:20.090Z,19.513,-66.8761,32,2.76,md,3,357,1.3535,0.18,pr,pr2017314003,2017-11-11T14:18:30.997Z,"113km N of Isabela, Puerto Rico",earthquake,14.25,16.01,0.41,2,reviewed,pr,pr
2017-11-10T18:35:45.160Z,34.9388,26.0844,1.13,4.4,mb,,51,1.039,1.04,us,us2000blmt,2017-11-11T20:07:11.384Z,"16km SE of Makry Gialos, Greece",earthquake,5,4.4,0.065,69,reviewed,us,us
2017-11-10T17:53:00.191Z,54.8474,-162.4276,94.2,2.6,ml,,,,0.33,ak,ak17177306,2017-11-14T19:26:28.970Z,"42km SSE of Cold Bay, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-11-10T16:38:20.060Z,38.3619,141.907,59.84,4.8,mb,,130,1.009,0.74,us,us2000blgt,2017-11-13T22:21:57.222Z,"53km E of Ishinomaki, Japan",earthquake,7,7.1,0.038,216,reviewed,us,us
2017-11-10T16:31:01.387Z,57.5528,-152.9959,29.6,3.5,ml,,,,0.56,ak,ak17177298,2017-11-17T20:19:47.320Z,"33km SW of Kodiak Station, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-11-10T15:00:58.080Z,2.5385,128.3692,186.6,4.8,mb,,92,2.02,1.09,us,us2000blfj,2017-11-10T15:11:20.040Z,"98km NNE of Tobelo, Indonesia",earthquake,10.1,8.3,0.103,29,reviewed,us,us
2017-11-10T14:44:55.650Z,31.1647,-103.3065,1.15,3,mb_lg,,76,0.498,0.44,us,us2000blfb,2017-11-19T12:36:39.088Z,"33km SSE of Pecos, Texas",earthquake,1.1,7.8,0.088,41,reviewed,us,us
2017-11-10T14:38:21.170Z,-18.609,-177.3898,626.24,4.3,mb,,258,4.417,0.35,us,us2000bqhh,2017-11-19T12:27:21.040Z,"264km NNE of Ndoi Island, Fiji",earthquake,26,21.9,0.122,19,reviewed,us,us
2017-11-10T14:36:17.590Z,-21.5674,168.541,18.64,4.6,mb,,237,0.483,1.18,us,us2000bqhi,2017-11-19T12:24:12.040Z,"68km E of Tadine, New Caledonia",earthquake,5,6,0.172,10,reviewed,us,us
2017-11-10T14:31:32.010Z,-12.2223,166.9895,207.45,4.6,mb,,111,7.45,0.93,us,us2000bqht,2017-11-19T12:20:16.040Z,"193km NNW of Sola, Vanuatu",earthquake,12.7,8.3,0.08,47,reviewed,us,us
2017-11-10T13:57:38.370Z,-7.0358,129.9657,83.07,4.8,mww,,30,1.622,0.98,us,us2000blez,2017-11-19T08:08:09.040Z,"180km NW of Saumlaki, Indonesia",earthquake,7.2,5.3,0.08,15,reviewed,us,us
2017-11-10T13:27:46.400Z,-6.933,130.0577,117.68,4.6,mb,,46,1.613,0.86,us,us2000bles,2017-11-19T08:03:48.040Z,"178km NW of Saumlaki, Indonesia",earthquake,7.9,7.4,0.082,45,reviewed,us,us
2017-11-10T13:13:42.130Z,11.8967,144.0344,33.04,4.5,mb,,115,1.868,0.56,us,us2000bqhg,2017-11-19T08:00:58.040Z,"166km SSW of Merizo Village, Guam",earthquake,13.9,6.4,0.109,25,reviewed,us,us
2017-11-10T12:01:34.720Z,-41.4839,-84.0888,10,5.8,mww,,81,7.844,1.49,us,us2000bldw,2017-11-11T16:25:18.040Z,"West Chile Rise",earthquake,9.2,1.8,0.069,20,reviewed,us,us
2017-11-10T11:41:04.806Z,61.3351,-141.1634,16.6,2.5,ml,,,,0.56,ak,ak17176516,2017-11-14T19:26:18.130Z,"157km NNE of Cape Yakataga, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-11-10T11:23:30.170Z,63.0802,-150.572,113.4,3.6,ml,,,,0.44,ak,ak17176497,2017-11-17T20:20:24.172Z,"87km NNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-11-10T10:23:53.170Z,44.5908,148.3832,59.85,4.5,mb,,139,4.179,0.62,us,us2000blct,2017-11-10T10:45:38.040Z,"81km SSE of Kuril'sk, Russia",earthquake,8.5,6.9,0.06,80,reviewed,us,us
2017-11-10T09:47:58.720Z,19.2515,-67.1555,66,3.06,md,5,278,0.7853,0.41,pr,pr2017314001,2017-11-10T11:15:22.306Z,"84km N of Isabela, Puerto Rico",earthquake,5.08,11.47,0.2,4,reviewed,pr,pr
2017-11-10T09:25:11.540Z,33.9313333,-118.302,11.94,3.12,ml,164,31,0.02267,0.28,ci,ci37809031,2017-11-18T10:02:00.074Z,"5km WNW of Willowbrook, CA",earthquake,0.14,0.23,0.178,327,reviewed,ci,ci
2017-11-10T09:03:19.370Z,-21.5266,168.5912,10,5.3,mww,,90,0.524,0.7,us,us2000blbx,2017-11-11T18:16:54.040Z,"73km E of Tadine, New Caledonia",earthquake,5.7,1.9,0.073,18,reviewed,us,us
2017-11-10T08:29:00.950Z,55.4355,164.4593,10,4.2,mb,,112,4.178,1.12,us,us2000bqhb,2017-11-29T09:41:13.040Z,"100km WNW of Nikol'skoye, Russia",earthquake,11.9,2,0.125,18,reviewed,us,us
2017-11-10T08:19:15.693Z,57.5063,-155.6295,74.8,2.7,ml,,,,0.57,ak,ak17176008,2017-11-29T09:23:33.040Z,"98km W of Larsen Bay, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-11-10T08:09:24.990Z,37.12,-121.5235,7.19,2.73,md,107,45,0.093,0.06,nc,nc72922046,2017-11-16T00:38:22.633Z,"8km ENE of San Martin, California",earthquake,0.08,0.28,0.139,112,reviewed,nc,nc
2017-11-10T08:02:31.400Z,51.6079,-178.4028,18.77,2.5,ml,,184,0.276,0.59,us,us2000bng6,2017-11-29T09:21:05.040Z,"35km SSW of Tanaga Volcano, Alaska",earthquake,1.6,2.6,,,reviewed,us,ak
2017-11-10T07:34:42.720Z,-11.4674,165.0304,10,4.5,mb,,58,5.39,0.76,us,us2000bqh8,2017-11-29T09:11:49.040Z,"120km SW of Lata, Solomon Islands",earthquake,10.6,1.9,0.135,16,reviewed,us,us
2017-11-10T07:33:49.000Z,51.6204,-178.4843,16.19,3,ml,,173,0.216,0.46,us,us2000bng4,2017-11-29T09:07:59.040Z,"37km SW of Tanaga Volcano, Alaska",earthquake,2.3,3.2,,,reviewed,us,ak
2017-11-10T07:02:12.370Z,-0.9342,127.0522,48.37,4.4,mb,,84,1.723,1.01,us,us2000blb2,2017-11-29T09:06:33.040Z,"82km NW of Laiwui, Indonesia",earthquake,7.5,8.3,0.13,17,reviewed,us,us
2017-11-10T06:56:42.150Z,-1.2543,-80.4509,25.66,4.4,mb,,63,1.071,0.65,us,us2000blaz,2017-11-29T08:31:10.225Z,"2km NW of Sucre, Ecuador",earthquake,5.9,8.4,0.12,20,reviewed,us,us
2017-11-10T06:53:39.400Z,35.2386,-97.7423,7.189,2.5,ml,,43,,0.33,us,us2000blau,2017-11-29T08:30:03.442Z,"8km SE of Tuttle, Oklahoma",earthquake,1.5,2.6,,,reviewed,tul,tul
2017-11-10T06:41:47.170Z,-20.6146,-173.3464,10,4.9,mb,,77,3.563,1.24,us,us2000blat,2017-11-29T08:27:49.040Z,"138km SE of Pangai, Tonga",earthquake,8.9,1.9,0.11,26,reviewed,us,us
2017-11-10T06:33:13.040Z,18.4786,-67.5883,13,3.01,md,5,347,0.1441,0.09,pr,pr2017314000,2017-11-10T07:09:35.753Z,"38km WNW of Rincon, Puerto Rico",earthquake,3.09,0.48,0.07,4,reviewed,pr,pr
2017-11-10T06:20:17.000Z,32.474,-116.9618333,16.28,2.78,ml,38,138,0.08606,0.19,ci,ci37808943,2017-11-13T21:02:35.125Z,"8km SE of Tijuana, B.C., MX",earthquake,0.3,0.53,0.122,107,reviewed,ci,ci
2017-11-10T04:39:27.420Z,46.815,-112.571,8.2,2.9,md,,74,0.152,0.49,us,us2000blaf,2017-11-30T01:15:24.040Z,"17km SSE of Lincoln, Montana",earthquake,4.6,3.7,0.092,18,reviewed,us,mb
2017-11-10T03:35:07.420Z,51.8415,-173.6383,35,3,ml,,200,0.499,0.69,us,us2000bnfw,2017-11-26T05:10:10.040Z,"55km SE of Atka, Alaska",earthquake,4.9,2,,,reviewed,us,ak
2017-11-10T03:31:10.790Z,-8.4458,119.6921,164.27,4.6,mb,,72,2.524,1.01,us,us2000bl9x,2017-11-25T01:21:51.758Z,"21km WNW of Cempa, Indonesia",earthquake,7.7,7.3,0.116,22,reviewed,us,us
2017-11-10T03:18:36.740Z,51.1978,178.6924,16.99,2.7,ml,,277,0.421,0.6,us,us2000bnfu,2017-11-26T04:35:13.040Z,"84km S of Little Sitkin Island, Alaska",earthquake,3.2,3.4,,,reviewed,us,ak
2017-11-10T03:12:00.570Z,-17.2869,-178.4129,630.81,4.2,mb,,183,3.403,0.55,us,us2000bl9v,2017-11-25T01:18:35.040Z,"253km ESE of Lambasa, Fiji",earthquake,19.3,10.8,0.082,41,reviewed,us,us
2017-11-10T03:10:52.380Z,-9.767,119.384,56.86,4.1,mb,,83,3.033,1.17,us,us2000bqh3,2017-11-30T00:36:05.040Z,"2km SW of Padedewatu, Indonesia",earthquake,8.5,12.3,0.184,8,reviewed,us,us
2017-11-10T03:04:00.400Z,36.1231667,-120.6933333,5.56,2.59,md,73,73,0.02867,0.06,nc,nc72921941,2017-11-13T22:17:03.221Z,"30km W of Coalinga, California",earthquake,0.19,0.26,0.196,68,reviewed,nc,nc
2017-11-10T03:03:14.840Z,31.5074,104.1405,10,4.7,mb,,80,10.143,0.52,us,us2000bl9n,2017-11-25T01:13:28.941Z,"18km NNW of Jiannan, China",earthquake,4.8,1.9,0.074,56,reviewed,us,us
2017-11-10T01:45:17.570Z,-46.2438,96.2156,10,4.6,mb,,96,16.198,1.06,us,us2000bqh1,2017-11-29T23:59:43.040Z,"Southeast Indian Ridge",earthquake,12.9,1.9,0.114,23,reviewed,us,us
2017-11-10T01:40:39.960Z,-46.4451,96.1702,10,4.8,mb,,78,17.62,0.69,us,us2000bl8u,2017-11-25T01:10:44.040Z,"Southeast Indian Ridge",earthquake,8.1,1.8,0.098,32,reviewed,us,us
2017-11-10T01:34:11.890Z,19.4519,-78.0723,10,4.1,mb,,115,1.321,1.55,us,us2000bqi3,2017-11-29T23:38:26.040Z,"83km SW of Niquero, Cuba",earthquake,6.5,2,0.368,2,reviewed,us,us
2017-11-10T01:20:26.560Z,51.2823,-177.9507,36.42,2.8,ml,,207,0.475,0.6,us,us2000bnfr,2017-11-26T04:31:11.040Z,"68km S of Tanaga Volcano, Alaska",earthquake,5.1,47.6,,,reviewed,us,ak
2017-11-10T01:16:27.170Z,-24.2749,-66.9367,157.73,4.8,mww,,35,1.741,0.77,us,us2000bl8h,2017-11-25T03:53:09.040Z,"63km W of San Antonio de los Cobres, Argentina",earthquake,7,3.3,0.073,18,reviewed,us,us
2017-11-10T01:10:53.170Z,-21.6137,168.6525,10,4.6,mb,,212,0.593,0.63,us,us2000bqgx,2017-11-28T23:24:41.040Z,"79km E of Tadine, New Caledonia",earthquake,3.5,1.8,0.125,19,reviewed,us,us
2017-11-10T01:01:40.720Z,37.6056667,-118.8241667,3.67,2.46,md,39,55,0.0161,0.04,nc,nc72921881,2017-11-17T05:37:01.778Z,"13km ESE of Mammoth Lakes, California",earthquake,0.23,0.29,0.239,32,reviewed,nc,nc
2017-11-10T00:48:25.920Z,-20.653,168.5835,10,4.7,mb,,135,0.972,0.86,us,us2000bqgu,2017-11-18T04:57:27.040Z,"123km NE of Tadine, New Caledonia",earthquake,4.6,1.9,0.159,12,reviewed,us,us
2017-11-10T00:23:52.740Z,52.1558,-169.3995,21.66,3,ml,,222,0.662,0.89,us,us2000bnfq,2017-11-18T03:06:08.040Z,"94km SSW of Nikolski, Alaska",earthquake,4.8,13.9,0.128,8,reviewed,us,us
2017-11-10T00:23:30.180Z,33.462,-116.4666667,7.44,3.52,mw,151,22,0.07016,0.2,ci,ci37808311,2017-11-17T00:01:41.040Z,"22km ESE of Anza, CA",earthquake,0.09,0.28,,4,reviewed,ci,ci
2017-11-10T00:23:22.333Z,51.4206,-175.8558,14.1,2.5,ml,,,,0.59,ak,ak17175034,2017-11-14T19:25:49.489Z,"75km SE of Adak, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-11-10T00:19:46.310Z,7.7941,126.946,34.4,4.6,mb,,122,1.534,0.54,us,us2000bqgt,2017-11-19T05:49:57.040Z,"45km ENE of Kinablangan, Philippines",earthquake,10.3,6.5,0.141,15,reviewed,us,us
2017-11-09T23:48:42.770Z,6.1595,127.0762,61.89,4.3,mb,,199,1.74,0.92,us,us2000bqgj,2017-11-18T05:14:58.040Z,"101km ESE of Pondaguitan, Philippines",earthquake,6.6,13.8,0.16,11,reviewed,us,us
2017-11-09T22:37:10.970Z,-14.4373,169.7686,35.01,4.6,mb,,92,8.019,1.39,us,us2000bqgp,2017-11-18T05:24:05.040Z,"247km ESE of Sola, Vanuatu",earthquake,11.1,10.9,0.125,19,reviewed,us,us
2017-11-09T22:09:15.070Z,-21.5837,168.3628,22.64,4.2,mb,,122,0.325,0.57,us,us2000bqgf,2017-11-19T05:20:01.040Z,"49km E of Tadine, New Caledonia",earthquake,7.7,3.5,0.187,8,reviewed,us,us
2017-11-09T21:58:52.830Z,-21.5677,168.6373,12.24,4.4,mb,,241,0.571,0.6,us,us2000bqge,2017-11-19T05:11:26.040Z,"78km E of Tadine, New Caledonia",earthquake,4.3,5.6,0.178,9,reviewed,us,us
2017-11-09T21:40:16.664Z,65.5801,-134.8056,27.2,2.9,ml,,,,0.58,ak,ak17174572,2017-11-14T00:42:19.186Z,"207km S of Fort McPherson, Canada",earthquake,,0.3,,,reviewed,ak,ak
2017-11-09T21:28:01.060Z,-11.3657,161.5633,16.53,4.8,mb,,131,2.488,0.69,us,us2000bl4f,2017-11-17T00:05:22.040Z,"108km SSW of Kirakira, Solomon Islands",earthquake,11.9,5.5,0.07,62,reviewed,us,us
2017-11-09T21:17:17.580Z,13.8814,144.7554,132.84,4.6,mb,,175,0.31,0.37,us,us2000bqgd,2017-11-18T04:28:09.040Z,"40km NNW of Yigo Village, Guam",earthquake,13,5,0.129,18,reviewed,us,us
2017-11-09T21:09:01.580Z,-21.5688,168.6015,17.23,4.4,mb,,121,0.538,0.44,us,us2000bqgb,2017-11-19T05:05:56.040Z,"74km E of Tadine, New Caledonia",earthquake,5.4,6.3,0.179,9,reviewed,us,us
2017-11-09T21:03:55.240Z,15.5919,-94.4657,37.16,4.2,mb,,205,2.87,0.83,us,us2000bl3e,2017-11-17T00:09:24.040Z,"73km SSE of San Francisco del Mar, Mexico",earthquake,12.8,19.1,0.065,67,reviewed,us,us
2017-11-09T19:46:50.560Z,-15.2826,-174.2713,155.29,4.6,mb,,72,2.773,0.68,us,us2000bl24,2017-11-17T01:31:47.040Z,"92km NW of Hihifo, Tonga",earthquake,11.3,7.6,0.037,214,reviewed,us,us
2017-11-09T18:48:36.330Z,52.4412,-171.0069,98.08,2.5,ml,,196,0.778,0.38,us,us2000bn1e,2017-11-17T19:54:52.359Z,"17km ESE of Amukta Island, Alaska",earthquake,16.6,24.3,,,reviewed,us,ak
2017-11-09T18:45:44.990Z,32.4673,141.5426,12.41,5.4,mww,,46,1.593,0.89,us,us2000bl0z,2017-11-17T01:29:15.040Z,"176km ESE of Hachijo-jima, Japan",earthquake,6.8,3.4,0.062,25,reviewed,us,us
2017-11-09T18:39:27.900Z,19.5438333,-155.7196667,11.627,2.49,ml,44,77,,0.16,hv,hv61971871,2017-11-10T00:40:44.430Z,"17km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.48,0.35,0.226,15,reviewed,hv,hv
2017-11-09T17:52:43.440Z,-24.2594,-66.6562,210.26,4.1,mb,,151,1.909,0.57,us,us2000bl08,2017-11-17T01:39:14.040Z,"34km W of San Antonio de los Cobres, Argentina",earthquake,13.8,23.6,0.303,3,reviewed,us,us
2017-11-09T17:24:58.240Z,57.528,-152.9257,42.3,4.1,ml,,,,0.48,ak,ak17173892,2017-11-17T20:01:59.696Z,"32km SW of Kodiak Station, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-11-09T16:48:56.896Z,58.247,-155.1982,2.6,3.3,ml,,,,0.79,ak,ak17173694,2017-11-17T19:56:31.309Z,"97km ESE of King Salmon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-11-09T15:58:57.650Z,40.394,-125.073,27.54,2.98,md,38,250,0.5673,0.29,nc,nc72921736,2017-11-10T15:44:32.040Z,"82km WSW of Ferndale, California",earthquake,1.16,31.61,0.157,33,reviewed,nc,nc
2017-11-09T15:54:34.000Z,36.3647,-98.1612,6.347,2.5,ml,,40,,0.45,us,us2000bkw1,2017-11-10T15:30:31.040Z,"22km SSE of Helena, Oklahoma",earthquake,0.8,4,,,reviewed,tul,tul
2017-11-09T15:42:34.100Z,36.9137,-98.3301,4.296,2.6,ml,,109,,0.37,us,us2000bkvy,2017-11-10T15:25:27.040Z,"17km N of Cherokee, Oklahoma",earthquake,1.2,2.4,,,reviewed,tul,tul
2017-11-09T15:38:55.310Z,34.3505,-117.4871667,12.65,2.53,ml,100,22,0.09463,0.2,ci,ci38039944,2017-11-09T23:37:49.137Z,"10km N of Lytle Creek, CA",earthquake,0.15,0.3,0.135,24,reviewed,ci,ci
2017-11-09T15:37:57.750Z,36.0624,140.1258,39.37,4.5,mb,,146,1.625,0.92,us,us2000bl61,2017-11-10T19:58:57.466Z,"3km WNW of Naka, Japan",earthquake,3.5,9.6,0.116,22,reviewed,us,us
2017-11-09T14:39:41.300Z,35.243,-97.7409,5.924,2.9,ml,,24,,0.64,us,us2000bkvq,2017-11-12T00:56:35.968Z,"8km SE of Tuttle, Oklahoma",earthquake,1.1,2.9,,,reviewed,tul,tul
2017-11-09T13:26:11.265Z,59.7653,-153.318,123.9,2.6,ml,,,,0.46,ak,ak17173308,2017-11-14T00:44:16.620Z,"83km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-11-09T11:31:08.851Z,51.1523,-176.1808,41.4,3.6,ml,,,,0.38,ak,ak17172954,2017-11-14T00:41:57.057Z,"87km SSE of Adak, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-11-09T10:16:33.470Z,17.9958,-67.0076,9,2.57,md,3,243,0.1025,0.13,pr,pr2017313000,2017-11-09T11:25:46.696Z,"4km ENE of La Parguera, Puerto Rico",earthquake,1.05,3.39,0.1,3,reviewed,pr,pr
2017-11-09T10:06:12.770Z,-7.2302,155.8482,72.99,4.6,mb,,83,4.611,0.76,us,us2000bksq,2017-11-09T10:39:44.040Z,"102km SW of Chirovanga, Solomon Islands",earthquake,6.3,8.1,0.088,39,reviewed,us,us
2017-11-09T08:45:12.800Z,36.8999,-97.5166,5.909,3.2,ml,,73,,0.17,us,us2000bksb,2017-11-29T08:26:32.541Z,"16km SSE of Caldwell, Kansas",earthquake,1.5,6.6,,,reviewed,tul,tul
2017-11-09T08:11:59.070Z,-21.6403,168.4926,10,4.6,mb,,162,0.458,0.63,us,us2000bqfn,2017-11-29T08:23:26.040Z,"63km E of Tadine, New Caledonia",earthquake,5,1.6,0.158,12,reviewed,us,us
2017-11-09T08:09:12.210Z,-5.7419,151.2943,67.01,4.3,mb,,84,1.601,0.82,us,us2000bqfp,2017-11-29T08:13:26.040Z,"129km E of Kimbe, Papua New Guinea",earthquake,5.6,11.6,0.168,10,reviewed,us,us
2017-11-09T07:48:08.170Z,-24.3398,-115.8896,10,4.8,mb,,84,6.461,1,us,us2000bqg2,2017-11-29T08:09:10.040Z,"Southern East Pacific Rise",earthquake,11.9,1.9,0.087,41,reviewed,us,us
2017-11-09T07:42:11.020Z,32.5208,141.438,12,6,mww,,57,1.49,0.71,us,us2000bkrv,2017-11-29T07:42:13.133Z,"165km ESE of Hachijo-jima, Japan",earthquake,7,1.8,0.058,29,reviewed,us,us
