,origin,country,lat,long,magnitude,shaking_death,deaths,year,month,decade,hour,Season,sleep,Class,year5,density,GDP
408,2008-05-25 08:21,China,32.56,105.42299999999999,6.1,8.0,8.0,2008,5,2000,15.0,spring,False,Strong,2005,140.8,3470.503014
409,2008-06-13 23:43,Japan,39.03,140.881,6.9,13.0,13.0,2008,6,2000,8.0,summer,False,Strong,2005,352.0,39569.52447
410,2008-06-17 05:51,China,32.760999999999996,105.554,4.8,2.0,2.0,2008,6,2000,12.0,summer,False,Light,2005,140.8,3470.503014
411,2008-08-21 12:24,China,25.1,97.9,5.9,,,2008,8,2000,18.0,summer,False,Moderate,2005,140.8,3470.503014
412,2008-08-30 8:30,China,26.0,101.9,5.7,,41.0,2008,8,2000,14.0,summer,False,Moderate,2005,140.8,3470.503014
413,2008-10-06 16:30,China,,,6.4,,,2008,10,2000,,unknown,True,Strong,2005,140.8,3470.503014
414,2008-10-28 23:09,Pakistan,,,6.4,,215.0,2008,10,2000,,unknown,True,Strong,2005,199.7,926.365839
415,2009-07-09 11:19,China,,,5.7,,,2009,7,2000,,unknown,True,Moderate,2005,140.8,3839.896029
416,2009-08-10 20:07,Japan,,,6.4,,1.0,2009,8,2000,,unknown,True,Strong,2005,352.0,41081.72584
417,2010-03-08 02:32,Turkey,,,6.1,,42.0,2010,3,2010,,unknown,True,Strong,2010,94.0,10111.190509999999
418,2010-04-14 23:49,China,,,6.9,,2698.0,2010,4,2010,,unknown,True,Strong,2010,144.8,4523.857332
419,2011-03-10 04:58,China,,,5.4,,,2011,3,2010,,unknown,True,Moderate,2010,144.8,5579.473199
420,2011-03-11 14:46,Japan,38.321999999999996,142.369,9.0,,15894.0,2011,3,2010,23.0,spring,True,Great,2010,352.6,48387.577769999996
421,2011-04-07 14:32,Japan,38.2,140.0,7.1,,,2011,4,2010,23.0,spring,True,Major,2010,352.6,48387.577769999996
422,2011-09-23 10:41,Turkey,38.6,43.5,7.1,,601.0,2011,9,2010,12.0,authumn,False,Major,2010,94.0,10538.72106
